dep_delay,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,time_hour,airline_name,flight_date,departure_time,arrival_time,dep_delay_status,distance_category
82,75,B6,677,N636JB,JFK,LAX,344,2475,15-01-2013 20:00,Jetblue Airways,15-01-2013,10:02:00 PM,01:12:00 AM,Delayed,Long Haul
5,-14,DL,2155,N312US,LGA,PWM,41,269,15-01-2013 21:00,Delta Air Lines Inc.,15-01-2013,10:04:00 PM,11:02:00 PM,Delayed,Short Haul
14,-2,EV,4162,N26545,EWR,BTV,45,266,15-01-2013 21:00,Expressjet Airlines Inc.,15-01-2013,10:13:00 PM,11:13:00 PM,Delayed,Short Haul
-9,-27,B6,608,N247JB,JFK,PWM,41,273,15-01-2013 22:00,Jetblue Airways,15-01-2013,10:41:00 PM,11:32:00 PM,On Time,Short Haul
-3,-14,B6,1018,N706JB,JFK,BOS,34,187,15-01-2013 22:00,Jetblue Airways,15-01-2013,10:47:00 PM,11:40:00 PM,On Time,Short Haul
-4,-7,B6,112,N655JB,JFK,BUF,58,301,15-01-2013 22:00,Jetblue Airways,15-01-2013,10:49:00 PM,12:08:00 AM,On Time,Short Haul
80,81,B6,383,N656JB,LGA,FLL,154,1076,15-01-2013 21:00,Jetblue Airways,15-01-2013,10:50:00 PM,01:46:00 AM,Delayed,Medium  Haul
0,3,B6,30,N239JB,JFK,ROC,55,264,15-01-2013 22:00,Jetblue Airways,15-01-2013,10:50:00 PM,12:10:00 AM,On Time,Short Haul
1,8,B6,22,N206JB,JFK,SYR,45,209,15-01-2013 22:00,Jetblue Airways,15-01-2013,10:50:00 PM,12:05:00 AM,Delayed,Short Haul
19,4,B6,128,N779JB,JFK,BTV,43,266,15-01-2013 22:00,Jetblue Airways,15-01-2013,11:04:00 PM,12:01:00 AM,Delayed,Short Haul
-11,-21,B6,727,N635JB,JFK,BQN,192,1576,15-01-2013 23:00,Jetblue Airways,15-01-2013,11:48:00 PM,04:16:00 AM,On Time,Long Haul
-3,-5,B6,739,N547JB,JFK,PSE,202,1617,15-01-2013 23:00,Jetblue Airways,15-01-2013,11:56:00 PM,04:39:00 AM,On Time,Long Haul
157,149,MQ,4660,N504MQ,LGA,BNA,121,764,16-01-2013 21:00,Envoy Air,16-01-2013,12:02:00 AM,01:19:00 AM,Delayed,Medium  Haul
257,258,EV,4536,N16987,EWR,CVG,111,569,16-01-2013 19:00,Expressjet Airlines Inc.,16-01-2013,12:03:00 AM,02:12:00 AM,Delayed,Medium  Haul
-4,42,US,1117,N543UW,EWR,CLT,96,529,16-01-2013 05:00,Us Airways Inc.,16-01-2013,04:56:00 AM,07:30:00 AM,On Time,Medium  Haul
-5,10,B6,725,N568JB,JFK,BQN,193,1576,16-01-2013 05:00,Jetblue Airways,16-01-2013,05:35:00 AM,10:27:00 AM,On Time,Long Haul
4,18,AA,1141,N5EEAA,JFK,MIA,153,1089,16-01-2013 05:00,American Airlines Inc.,16-01-2013,05:44:00 AM,09:08:00 AM,Delayed,Medium  Haul
-8,16,B6,371,N529JB,LGA,FLL,159,1076,16-01-2013 06:00,Jetblue Airways,16-01-2013,05:52:00 AM,09:20:00 AM,On Time,Medium  Haul
-8,83,UA,303,N510UA,JFK,SFO,366,2586,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,05:52:00 AM,10:48:00 AM,On Time,Long Haul
-5,44,FL,345,N981AT,LGA,ATL,128,762,16-01-2013 06:00,Airtran Airways Corporation,16-01-2013,05:55:00 AM,08:59:00 AM,On Time,Medium  Haul
-5,21,B6,507,N516JB,EWR,FLL,153,1065,16-01-2013 06:00,Jetblue Airways,16-01-2013,05:55:00 AM,09:20:00 AM,On Time,Medium  Haul
-5,52,MQ,4650,N530MQ,LGA,ATL,139,762,16-01-2013 06:00,Envoy Air,16-01-2013,05:55:00 AM,09:17:00 AM,On Time,Medium  Haul
-4,14,B6,125,N634JB,JFK,FLL,157,1069,16-01-2013 06:00,Jetblue Airways,16-01-2013,05:56:00 AM,09:20:00 AM,On Time,Medium  Haul
-4,13,US,1833,N961UW,JFK,PHL,41,94,16-01-2013 06:00,Us Airways Inc.,16-01-2013,05:56:00 AM,07:11:00 AM,On Time,Short Haul
-3,21,US,2161,N757UW,LGA,DCA,47,214,16-01-2013 06:00,Us Airways Inc.,16-01-2013,05:57:00 AM,07:20:00 AM,On Time,Short Haul
-2,60,EV,4911,N712EV,EWR,DTW,107,488,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,05:58:00 AM,09:00:00 AM,On Time,Short Haul
-2,45,B6,380,N198JB,EWR,BOS,77,200,16-01-2013 06:00,Jetblue Airways,16-01-2013,05:58:00 AM,07:54:00 AM,On Time,Short Haul
0,42,AA,707,N3JPAA,LGA,DFW,242,1389,16-01-2013 06:00,American Airlines Inc.,16-01-2013,06:00:00 AM,09:52:00 AM,On Time,Medium  Haul
0,24,B6,135,N562JB,JFK,RSW,177,1074,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:00:00 AM,09:36:00 AM,On Time,Medium  Haul
-1,24,UA,1030,N41140,JFK,LAX,356,2475,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,06:00:00 AM,09:42:00 AM,On Time,Long Haul
1,10,EV,6055,N14907,LGA,IAD,52,229,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,06:01:00 AM,07:34:00 AM,Delayed,Short Haul
3,59,US,2114,N756US,LGA,BOS,59,184,16-01-2013 06:00,Us Airways Inc.,16-01-2013,06:03:00 AM,08:02:00 AM,Delayed,Short Haul
-5,47,AA,1837,N3HEAA,LGA,MIA,161,1096,16-01-2013 06:00,American Airlines Inc.,16-01-2013,06:05:00 AM,10:02:00 AM,On Time,Medium  Haul
-3,12,B6,709,N658JB,JFK,SJU,194,1598,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:07:00 AM,11:03:00 AM,On Time,Long Haul
-2,13,B6,145,N569JB,JFK,PBI,145,1028,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:08:00 AM,09:15:00 AM,On Time,Medium  Haul
12,19,DL,731,N368NB,LGA,DTW,92,502,16-01-2013 06:00,Delta Air Lines Inc.,16-01-2013,06:12:00 AM,08:18:00 AM,Delayed,Medium  Haul
0,10,9E,3856,N232PQ,JFK,ATL,131,760,16-01-2013 06:00,Endeavor Air Inc.,16-01-2013,06:15:00 AM,09:05:00 AM,On Time,Medium  Haul
16,52,EV,5716,N836AS,JFK,IAD,51,228,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,06:16:00 AM,08:07:00 AM,Delayed,Short Haul
2,46,DL,575,N346NB,EWR,ATL,127,746,16-01-2013 06:00,Delta Air Lines Inc.,16-01-2013,06:17:00 AM,09:28:00 AM,Delayed,Medium  Haul
2,22,US,1791,N769US,JFK,CLT,108,541,16-01-2013 06:00,Us Airways Inc.,16-01-2013,06:17:00 AM,08:42:00 AM,Delayed,Medium  Haul
8,48,AA,1895,N5EJAA,EWR,MIA,164,1085,16-01-2013 06:00,American Airlines Inc.,16-01-2013,06:18:00 AM,09:58:00 AM,Delayed,Medium  Haul
12,64,EV,4941,N718EV,EWR,MSP,155,1008,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,06:22:00 AM,09:22:00 AM,Delayed,Medium  Haul
-7,18,US,1125,N108UW,EWR,CLT,100,529,16-01-2013 06:00,Us Airways Inc.,16-01-2013,06:23:00 AM,08:49:00 AM,On Time,Medium  Haul
25,56,EV,4201,N14173,EWR,IAD,49,212,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,06:25:00 AM,08:12:00 AM,Delayed,Short Haul
24,60,EV,4252,N15572,EWR,MKE,142,725,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,06:25:00 AM,08:25:00 AM,Delayed,Medium  Haul
-4,22,US,1433,N558UW,LGA,CLT,103,544,16-01-2013 06:00,Us Airways Inc.,16-01-2013,06:26:00 AM,09:05:00 AM,On Time,Medium  Haul
16,46,WN,3839,N241WN,EWR,MDW,134,711,16-01-2013 06:00,Southwest Airlines Co.,16-01-2013,06:26:00 AM,08:21:00 AM,Delayed,Medium  Haul
-3,49,MQ,4576,N526MQ,LGA,CLT,103,544,16-01-2013 06:00,Envoy Air,16-01-2013,06:27:00 AM,09:19:00 AM,On Time,Medium  Haul
-2,32,B6,905,N216JB,JFK,ORD,143,740,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:28:00 AM,08:42:00 AM,On Time,Medium  Haul
-6,52,B6,983,N663JB,LGA,TPA,164,1010,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:29:00 AM,10:26:00 AM,On Time,Medium  Haul
-1,42,B6,1002,N793JB,JFK,BOS,72,187,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:30:00 AM,08:23:00 AM,On Time,Short Haul
24,67,EV,4150,N14953,EWR,CVG,118,569,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,06:31:00 AM,09:26:00 AM,Delayed,Medium  Haul
7,66,WN,3127,N909WN,EWR,BWI,44,169,16-01-2013 06:00,Southwest Airlines Co.,16-01-2013,06:32:00 AM,08:36:00 AM,Delayed,Short Haul
4,-4,AA,413,N3FXAA,JFK,SJU,196,1598,16-01-2013 06:00,American Airlines Inc.,16-01-2013,06:34:00 AM,11:36:00 AM,Delayed,Long Haul
27,111,UA,541,N837UA,EWR,BOS,81,200,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,06:35:00 AM,09:16:00 AM,Delayed,Short Haul
31,63,MQ,4401,N713MQ,LGA,DTW,108,502,16-01-2013 06:00,Envoy Air,16-01-2013,06:36:00 AM,09:08:00 AM,Delayed,Medium  Haul
71,102,UA,479,N456UA,EWR,IAH,217,1400,16-01-2013 05:00,United Air Lines Inc.,16-01-2013,06:36:00 AM,10:00:00 AM,Delayed,Medium  Haul
13,26,B6,79,N566JB,JFK,MCO,142,944,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:38:00 AM,09:42:00 AM,Delayed,Medium  Haul
4,67,AA,711,N3AGAA,LGA,DFW,232,1389,16-01-2013 06:00,American Airlines Inc.,16-01-2013,06:39:00 AM,10:47:00 AM,Delayed,Medium  Haul
11,81,MQ,4599,N510MQ,LGA,MSP,172,1020,16-01-2013 06:00,Envoy Air,16-01-2013,06:41:00 AM,09:51:00 AM,Delayed,Medium  Haul
43,44,AA,301,N3ALAA,LGA,ORD,139,733,16-01-2013 06:00,American Airlines Inc.,16-01-2013,06:43:00 AM,08:29:00 AM,Delayed,Medium  Haul
-2,3,B6,102,N623JB,JFK,BUF,61,301,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:43:00 AM,08:11:00 AM,On Time,Short Haul
14,46,EV,4471,N18102,EWR,CLT,102,529,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,06:44:00 AM,09:31:00 AM,Delayed,Medium  Haul
-7,18,B6,117,N526JB,JFK,MSY,188,1182,16-01-2013 06:00,Jetblue Airways,16-01-2013,06:48:00 AM,09:45:00 AM,On Time,Medium  Haul
13,1,UA,1627,N17719,EWR,PBI,141,1023,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,06:48:00 AM,09:40:00 AM,Delayed,Medium  Haul
40,40,UA,963,N457UA,EWR,CLE,77,404,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,06:48:00 AM,08:35:00 AM,Delayed,Short Haul
-6,8,DL,1415,N380DA,JFK,SLC,302,1990,16-01-2013 06:00,Delta Air Lines Inc.,16-01-2013,06:49:00 AM,10:38:00 AM,On Time,Long Haul
79,94,UA,1251,N27733,LGA,IAH,226,1416,16-01-2013 05:00,United Air Lines Inc.,16-01-2013,06:49:00 AM,10:04:00 AM,Delayed,Medium  Haul
11,32,UA,251,N822UA,EWR,AUS,240,1504,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,06:50:00 AM,10:29:00 AM,Delayed,Long Haul
51,104,WN,3223,N8306H,LGA,MDW,143,725,16-01-2013 06:00,Southwest Airlines Co.,16-01-2013,06:51:00 AM,09:14:00 AM,Delayed,Medium  Haul
30,74,EV,4533,N16981,EWR,BUF,62,282,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,06:55:00 AM,08:58:00 AM,Delayed,Short Haul
-5,37,DL,2003,N964DL,LGA,MIA,165,1096,16-01-2013 07:00,Delta Air Lines Inc.,16-01-2013,06:55:00 AM,10:56:00 AM,On Time,Medium  Haul
-4,-11,B6,203,N715JB,JFK,LAS,324,2248,16-01-2013 07:00,Jetblue Airways,16-01-2013,06:56:00 AM,09:46:00 AM,On Time,Long Haul
-4,-11,DL,763,N624AG,JFK,LAX,338,2475,16-01-2013 07:00,Delta Air Lines Inc.,16-01-2013,06:56:00 AM,10:23:00 AM,On Time,Long Haul
23,72,UA,772,N593UA,EWR,MIA,171,1085,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,06:57:00 AM,10:47:00 AM,Delayed,Medium  Haul
28,38,AA,303,N3AMAA,LGA,ORD,132,733,16-01-2013 06:00,American Airlines Inc.,16-01-2013,06:58:00 AM,08:48:00 AM,Delayed,Medium  Haul
-1,-7,AA,1815,N5FGAA,JFK,MCO,137,944,16-01-2013 06:00,American Airlines Inc.,16-01-2013,06:58:00 AM,09:52:00 AM,On Time,Medium  Haul
-1,45,DL,1547,N642DL,LGA,ATL,131,762,16-01-2013 06:00,Delta Air Lines Inc.,16-01-2013,06:58:00 AM,10:23:00 AM,On Time,Medium  Haul
-7,94,MQ,4534,N736MQ,LGA,XNA,220,1147,16-01-2013 07:00,Envoy Air,16-01-2013,06:58:00 AM,11:14:00 AM,On Time,Medium  Haul
-1,-17,B6,671,N775JB,JFK,LAX,343,2475,16-01-2013 07:00,Jetblue Airways,16-01-2013,06:59:00 AM,10:10:00 AM,On Time,Long Haul
-1,57,US,2163,N766US,LGA,DCA,62,214,16-01-2013 07:00,Us Airways Inc.,16-01-2013,06:59:00 AM,09:04:00 AM,On Time,Short Haul
24,38,UA,1692,N27213,EWR,SFO,354,2565,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,06:59:00 AM,10:42:00 AM,Delayed,Long Haul
24,29,UA,1701,N78524,EWR,FLL,158,1065,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,07:00:00 AM,10:14:00 AM,Delayed,Medium  Haul
16,50,UA,719,N844UA,EWR,DFW,242,1372,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,07:01:00 AM,10:42:00 AM,Delayed,Medium  Haul
4,44,AA,305,N590AA,LGA,ORD,142,733,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:04:00 AM,09:34:00 AM,Delayed,Medium  Haul
-1,59,B6,389,N784JB,LGA,MCO,147,950,16-01-2013 07:00,Jetblue Airways,16-01-2013,07:04:00 AM,11:01:00 AM,On Time,Medium  Haul
32,67,EV,4424,N27962,EWR,RDU,82,416,16-01-2013 06:00,Expressjet Airlines Inc.,16-01-2013,07:05:00 AM,09:20:00 AM,Delayed,Short Haul
0,19,VX,399,N837VA,JFK,LAX,354,2475,16-01-2013 07:00,Virgin America,16-01-2013,07:05:00 AM,10:54:00 AM,On Time,Long Haul
-5,26,MQ,3737,N5PBMQ,EWR,ORD,136,719,16-01-2013 07:00,Envoy Air,16-01-2013,07:05:00 AM,09:16:00 AM,On Time,Medium  Haul
21,44,UA,1609,N38443,EWR,DEN,238,1605,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,07:07:00 AM,09:49:00 AM,Delayed,Long Haul
2,51,WN,3483,N243WN,EWR,HOU,239,1411,16-01-2013 07:00,Southwest Airlines Co.,16-01-2013,07:07:00 AM,11:06:00 AM,Delayed,Medium  Haul
7,44,UA,287,N826UA,LGA,ORD,142,733,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:07:00 AM,09:23:00 AM,Delayed,Medium  Haul
8,11,DL,1865,N722TW,JFK,SFO,362,2586,16-01-2013 07:00,Delta Air Lines Inc.,16-01-2013,07:08:00 AM,10:56:00 AM,Delayed,Long Haul
-2,4,B6,715,N621JB,JFK,SJU,194,1598,16-01-2013 07:00,Jetblue Airways,16-01-2013,07:08:00 AM,12:07:00 PM,On Time,Long Haul
33,52,UA,1420,N76526,EWR,PHX,311,2133,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,07:08:00 AM,11:13:00 AM,Delayed,Long Haul
9,96,US,2116,N951UW,LGA,BOS,33,184,16-01-2013 07:00,Us Airways Inc.,16-01-2013,07:09:00 AM,09:43:00 AM,Delayed,Short Haul
11,33,UA,235,N839UA,EWR,MCO,144,937,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,07:10:00 AM,10:27:00 AM,Delayed,Medium  Haul
11,14,AA,2279,N3CJAA,LGA,MIA,161,1096,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:11:00 AM,10:29:00 AM,Delayed,Medium  Haul
46,58,UA,1605,N15710,LGA,IAH,241,1416,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,07:11:00 AM,10:32:00 AM,Delayed,Medium  Haul
13,48,EV,4172,N16918,EWR,SDF,127,642,16-01-2013 07:00,Expressjet Airlines Inc.,16-01-2013,07:13:00 AM,10:08:00 AM,Delayed,Medium  Haul
-2,-8,AA,443,N628AA,JFK,MIA,159,1089,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:13:00 AM,10:37:00 AM,On Time,Medium  Haul
0,10,AA,825,N3HMAA,JFK,FLL,162,1069,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:15:00 AM,10:45:00 AM,On Time,Medium  Haul
-5,41,DL,831,N965DL,LGA,DTW,98,502,16-01-2013 07:00,Delta Air Lines Inc.,16-01-2013,07:15:00 AM,10:09:00 AM,On Time,Medium  Haul
3,22,UA,1724,N37287,EWR,PBI,152,1023,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:17:00 AM,10:39:00 AM,Delayed,Medium  Haul
2,15,UA,799,N508UA,JFK,SFO,369,2586,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:17:00 AM,10:55:00 AM,Delayed,Long Haul
0,33,FL,850,N970AT,LGA,MKE,130,738,16-01-2013 07:00,Airtran Airways Corporation,16-01-2013,07:20:00 AM,09:18:00 AM,On Time,Medium  Haul
-2,46,AS,11,N589AS,EWR,SEA,361,2402,16-01-2013 07:00,Alaska Airlines Inc.,16-01-2013,07:23:00 AM,11:21:00 AM,On Time,Long Haul
53,92,WN,135,N213WN,LGA,DEN,258,1620,16-01-2013 06:00,Southwest Airlines Co.,16-01-2013,07:23:00 AM,10:37:00 AM,Delayed,Long Haul
-5,3,B6,1305,N178JB,JFK,IAD,53,228,16-01-2013 07:00,Jetblue Airways,16-01-2013,07:24:00 AM,08:53:00 AM,On Time,Short Haul
21,55,EV,4583,N16183,EWR,MSY,209,1167,16-01-2013 07:00,Expressjet Airlines Inc.,16-01-2013,07:26:00 AM,10:28:00 AM,Delayed,Medium  Haul
-3,49,DL,807,N366NB,EWR,ATL,126,746,16-01-2013 07:00,Delta Air Lines Inc.,16-01-2013,07:27:00 AM,10:53:00 AM,On Time,Medium  Haul
23,7,B6,981,N564JB,JFK,FLL,159,1069,16-01-2013 07:00,Jetblue Airways,16-01-2013,07:28:00 AM,10:28:00 AM,Delayed,Medium  Haul
28,23,UA,1162,N26215,EWR,ORD,129,719,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:28:00 AM,08:59:00 AM,Delayed,Medium  Haul
0,-5,AA,33,N327AA,JFK,LAX,342,2475,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:30:00 AM,10:55:00 AM,On Time,Long Haul
-5,-7,B6,341,N644JB,JFK,SRQ,167,1041,16-01-2013 07:00,Jetblue Airways,16-01-2013,07:30:00 AM,10:40:00 AM,On Time,Medium  Haul
25,35,UA,693,N401UA,EWR,LAS,318,2227,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:30:00 AM,10:21:00 AM,Delayed,Long Haul
4,5,VX,11,N844VA,JFK,SFO,366,2586,16-01-2013 07:00,Virgin America,16-01-2013,07:34:00 AM,11:20:00 AM,Delayed,Long Haul
29,63,UA,298,N580UA,EWR,LAX,353,2454,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:34:00 AM,11:21:00 AM,Delayed,Long Haul
-4,14,DL,1889,N718TW,JFK,SEA,360,2422,16-01-2013 07:00,Delta Air Lines Inc.,16-01-2013,07:36:00 AM,11:19:00 AM,On Time,Long Haul
33,29,UA,1655,N14704,EWR,SNA,347,2434,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:38:00 AM,11:03:00 AM,Delayed,Long Haul
10,57,AA,2083,N4XVAA,EWR,DFW,234,1372,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:40:00 AM,11:37:00 AM,Delayed,Medium  Haul
25,40,UA,1299,N73283,EWR,RSW,172,1068,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:40:00 AM,11:07:00 AM,Delayed,Medium  Haul
-7,-3,9E,3611,N835AY,JFK,PIT,77,340,16-01-2013 07:00,Endeavor Air Inc.,16-01-2013,07:43:00 AM,09:37:00 AM,On Time,Short Haul
58,79,UA,721,N584UA,LGA,DEN,240,1620,16-01-2013 06:00,United Air Lines Inc.,16-01-2013,07:43:00 AM,10:37:00 AM,Delayed,Long Haul
5,7,UA,1179,N37274,EWR,TPA,154,997,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:45:00 AM,10:52:00 AM,Delayed,Medium  Haul
3,6,AA,59,N352AA,JFK,SFO,364,2586,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:48:00 AM,11:31:00 AM,Delayed,Long Haul
3,9,UA,816,N488UA,EWR,ORD,135,719,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:48:00 AM,09:31:00 AM,Delayed,Medium  Haul
-5,30,9E,4023,N8533D,EWR,CVG,114,569,16-01-2013 07:00,Endeavor Air Inc.,16-01-2013,07:50:00 AM,10:42:00 AM,On Time,Medium  Haul
5,7,AA,309,N4YAAA,LGA,ORD,136,733,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:50:00 AM,09:37:00 AM,Delayed,Medium  Haul
-3,21,DL,2119,N336NB,LGA,MSP,168,1020,16-01-2013 07:00,Delta Air Lines Inc.,16-01-2013,07:50:00 AM,10:27:00 AM,On Time,Medium  Haul
-2,-3,UA,336,N570UA,EWR,IAH,225,1400,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:50:00 AM,10:55:00 AM,On Time,Medium  Haul
-6,21,US,2165,N715UW,LGA,DCA,70,214,16-01-2013 08:00,Us Airways Inc.,16-01-2013,07:54:00 AM,09:38:00 AM,On Time,Short Haul
10,35,UA,1481,N75858,EWR,SJU,197,1608,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,07:55:00 AM,01:09:00 PM,Delayed,Long Haul
25,68,B6,1601,N645JB,LGA,RSW,172,1080,16-01-2013 07:00,Jetblue Airways,16-01-2013,07:56:00 AM,11:53:00 AM,Delayed,Medium  Haul
-3,29,US,1733,N185UW,LGA,CLT,119,544,16-01-2013 07:00,Us Airways Inc.,16-01-2013,07:56:00 AM,10:40:00 AM,On Time,Medium  Haul
-4,-18,UA,397,N532UA,JFK,SFO,353,2586,16-01-2013 08:00,United Air Lines Inc.,16-01-2013,07:56:00 AM,11:07:00 AM,On Time,Long Haul
2,44,AA,2267,N3HJAA,LGA,MIA,162,1096,16-01-2013 07:00,American Airlines Inc.,16-01-2013,07:57:00 AM,11:54:00 AM,Delayed,Medium  Haul
-2,-12,DL,2143,N376NW,JFK,MIA,170,1089,16-01-2013 08:00,Delta Air Lines Inc.,16-01-2013,07:58:00 AM,11:12:00 AM,On Time,Medium  Haul
1,69,UA,1539,N23708,EWR,DFW,253,1372,16-01-2013 07:00,United Air Lines Inc.,16-01-2013,08:00:00 AM,12:24:00 PM,Delayed,Medium  Haul
-4,-3,9E,3538,N936XJ,JFK,MSP,169,1029,16-01-2013 08:00,Endeavor Air Inc.,16-01-2013,08:01:00 AM,10:26:00 AM,On Time,Medium  Haul
1,6,DL,1271,N920DE,JFK,FLL,160,1069,16-01-2013 08:00,Delta Air Lines Inc.,16-01-2013,08:01:00 AM,11:28:00 AM,Delayed,Medium  Haul
-7,8,FL,346,N717JL,LGA,ATL,134,762,16-01-2013 08:00,Airtran Airways Corporation,16-01-2013,08:03:00 AM,10:52:00 AM,On Time,Medium  Haul
-7,-5,MQ,4406,N856MQ,JFK,RDU,86,427,16-01-2013 08:00,Envoy Air,16-01-2013,08:03:00 AM,09:50:00 AM,On Time,Short Haul
-5,2,DL,1959,N938DL,JFK,MCO,148,944,16-01-2013 08:00,Delta Air Lines Inc.,16-01-2013,08:05:00 AM,11:18:00 AM,On Time,Medium  Haul
-2,-4,B6,219,N306JB,JFK,CLT,105,541,16-01-2013 08:00,Jetblue Airways,16-01-2013,08:05:00 AM,10:06:00 AM,On Time,Medium  Haul
-10,30,DL,1109,N317US,LGA,TPA,164,1010,16-01-2013 08:00,Delta Air Lines Inc.,16-01-2013,08:07:00 AM,11:57:00 AM,On Time,Medium  Haul
38,58,AA,715,N545AA,LGA,DFW,241,1389,16-01-2013 07:00,American Airlines Inc.,16-01-2013,08:08:00 AM,11:38:00 AM,Delayed,Medium  Haul
-4,38,B6,1051,N239JB,JFK,PIT,80,340,16-01-2013 08:00,Jetblue Airways,16-01-2013,08:08:00 AM,10:28:00 AM,On Time,Short Haul
11,12,B6,44,N559JB,JFK,SYR,47,209,16-01-2013 07:00,Jetblue Airways,16-01-2013,08:08:00 AM,09:22:00 AM,Delayed,Short Haul
-6,-4,DL,1167,N309DE,JFK,TPA,167,1005,16-01-2013 08:00,Delta Air Lines Inc.,16-01-2013,08:09:00 AM,11:27:00 AM,On Time,Medium  Haul
1,30,AA,1838,N3EWAA,JFK,BOS,32,187,16-01-2013 08:00,American Airlines Inc.,16-01-2013,08:11:00 AM,09:55:00 AM,Delayed,Short Haul
-9,6,MQ,4655,N516MQ,LGA,BNA,138,764,16-01-2013 08:00,Envoy Air,16-01-2013,08:11:00 AM,10:01:00 AM,On Time,Medium  Haul
-8,-6,9E,3317,N907XJ,JFK,BUF,60,301,16-01-2013 08:00,Endeavor Air Inc.,16-01-2013,08:12:00 AM,09:52:00 AM,On Time,Short Haul
-4,11,DL,914,N364NW,LGA,DEN,247,1620,16-01-2013 08:00,Delta Air Lines Inc.,16-01-2013,08:13:00 AM,11:09:00 AM,On Time,Long Haul
5,-2,AA,655,N5ETAA,JFK,STT,197,1623,16-01-2013 08:00,American Airlines Inc.,16-01-2013,08:15:00 AM,01:13:00 PM,Delayed,Long Haul
16,51,US,2118,N956UW,LGA,BOS,37,184,16-01-2013 08:00,Us Airways Inc.,16-01-2013,08:16:00 AM,09:59:00 AM,Delayed,Short Haul
18,48,WN,1558,N756SA,EWR,PHX,323,2133,16-01-2013 08:00,Southwest Airlines Co.,16-01-2013,08:18:00 AM,12:28:00 PM,Delayed,Long Haul
20,8,EV,4392,N16976,EWR,SYR,43,195,16-01-2013 07:00,Expressjet Airlines Inc.,16-01-2013,08:19:00 AM,09:24:00 AM,Delayed,Short Haul
-1,-12,9E,4051,N8855A,JFK,BWI,46,184,16-01-2013 08:00,Endeavor Air Inc.,16-01-2013,08:19:00 AM,09:27:00 AM,On Time,Short Haul
15,26,B6,17,N639JB,JFK,FLL,156,1069,16-01-2013 08:00,Jetblue Airways,16-01-2013,08:20:00 AM,11:39:00 AM,Delayed,Medium  Haul
6,61,MQ,4490,N725MQ,LGA,CMH,95,479,16-01-2013 08:00,Envoy Air,16-01-2013,08:21:00 AM,11:11:00 AM,Delayed,Short Haul
